land_area_m2,built_up_area_m2,floors,daily_water_m3,daily_waste_kg,hazardous_waste_kg_per_month,avg_noise_db,distance_to_residential_m,vegetation_removed_percent,near_sensitive_zone,vehicles_per_day,fuel_consumption_l_per_day,final_pm25,final_no2,final_so2,final_co,impact_class_numeric,impact_label
4863,13156,3,74.7499899881213,23.378093032355537,0.0,53.787870222064065,494,57.64724375577539,0,579,289.5,109.06890465161779,48.95,10.90689046516178,1.0906890465161778,0,Low
5797,11655,2,47.01058945771744,24.9808528857997,0.0,55.590106847788434,456,53.15721526867312,1,335,167.5,84.74904264428999,36.75,8.474904264428998,0.8474904264428998,1,Moderate
9029,27521,3,128.36398669284577,64.46743249205187,0.0,78.67860508653601,952,41.76669958169947,0,1850,925.0,238.2233716246026,112.5,23.82233716246026,2.3822337162460263,0,Low
2517,4052,1,21.826788085866063,8.584521484953806,0.0,55.98260276460313,724,40.320775613325225,0,148,74.0,65.22922607424769,27.4,6.5229226074247695,0.6522922607424769,0,Low
11824,46180,4,225.73848416640126,101.59704965818112,13.182131197816997,67.81640036285397,982,7.0108139641256955,0,2396,1198.0,294.6798524829091,139.8,29.467985248290912,2.946798524829091,0,Low
9717,15283,1,88.86297123319791,26.363587146439386,2.18852840921847,88.43373027871786,243,55.704051327503514,0,778,389.0,129.118179357322,58.900000000000006,12.9118179357322,1.29118179357322,0,Low
3246,11657,4,47.79869926043128,22.98399656704494,0.0,55.74129146758244,174,62.982065443470766,0,512,256.0,102.34919982835225,45.6,10.234919982835226,1.0234919982835227,0,Low
7770,12491,1,69.47403924156528,23.96501069946362,2.793974548635119,51.85722329888556,712,83.2929715574228,0,870,435.0,138.19825053497317,63.5,13.819825053497318,1.3819825053497317,0,Low
8008,22031,3,107.2367986798859,39.647041878792386,0.0,41.96347071208262,506,30.8468281489484,0,1153,576.5,167.28235209393964,77.65,16.728235209393965,1.6728235209393965,0,Low
6755,14725,2,59.0878628283241,35.08501939152977,0.0,81.021341012951,501,23.38969314722035,0,1079,539.5,159.65425096957648,73.95,15.965425096957649,1.5965425096957648,0,Low
2856,7013,2,36.73891128772432,13.770183457894326,0.0,61.5491950960411,442,60.3528806501121,0,448,224.0,95.48850917289472,42.400000000000006,9.548850917289473,0.9548850917289472,0,Low
4653,10521,2,46.25232586282834,17.386517406070165,0.0,48.01128004882531,118,30.72164170212709,0,729,364.5,123.76932587030352,56.45,12.376932587030353,1.2376932587030351,0,Low
4398,14923,4,86.49265284981908,24.881149683117417,0.0,70.12247209832938,424,80.49637303992544,1,666,333.0,117.84405748415588,53.300000000000004,11.784405748415589,1.178440574841559,1,Moderate
2581,4923,2,21.994121154634314,7.970170616953572,0.0,86.32318989780924,734,30.46023557741905,0,328,164.0,83.19850853084769,36.400000000000006,8.31985085308477,0.8319850853084769,0,Low
3812,6093,1,31.366153067916958,11.663927918788913,0.0,69.41761104915767,907,94.67560351737032,0,161,80.5,66.68319639593943,28.05,6.6683196395939435,0.6668319639593944,0,Low
9787,24410,2,145.18093618009604,49.68311148137229,4.535366411394109,44.659805978134735,121,90.42432914075651,0,1476,738.0,200.0841555740686,93.8,20.008415557406863,2.0008415557406862,1,Moderate
5176,10633,2,49.28511569550483,19.219261492081927,0.0,44.176245734000936,139,9.536092127300355,0,312,156.0,82.1609630746041,35.6,8.21609630746041,0.821609630746041,0,Low
6882,13955,2,76.82139130203906,22.90064453002629,0.0,48.06836791941916,342,72.75292302250949,0,692,346.0,120.34503222650132,54.6,12.034503222650132,1.2034503222650133,0,Low
10157,34537,4,148.77848201681772,59.38290314916903,0.0,42.83402160829177,213,40.771577066522525,0,1326,663.0,185.56914515745845,86.3,18.556914515745845,1.8556914515745846,0,Low
5626,8926,1,42.700387369674665,19.259906492818892,0.0,84.78449721333082,879,97.60326986002038,0,309,154.5,81.86299532464095,35.45,8.186299532464096,0.8186299532464095,0,Low
2995,7572,3,33.930610325968175,16.188232369123824,0.0,47.815848535443045,58,54.55821217920664,0,502,251.0,101.0094116184562,45.1,10.10094116184562,1.010094116184562,1,Moderate
5995,20052,4,94.66446955419687,42.85145806999565,0.0,45.86400739002225,851,3.0021332149071878,0,772,386.0,129.34257290349979,58.6,12.93425729034998,1.293425729034998,0,Low
4073,13865,4,69.5213956191912,29.25960759254145,0.0,70.93860385205025,337,61.93899693665019,0,1029,514.5,154.3629803796271,71.45,15.43629803796271,1.543629803796271,0,Low
7930,25085,3,125.46066714922578,53.077075019451016,2.8412091466843408,70.15960828073338,137,82.32732126800302,0,1165,582.5,169.15385375097256,78.25,16.915385375097255,1.6915385375097256,1,Moderate
4161,11140,3,55.52693598226406,19.561920033668944,0.0,65.58192912595071,230,76.53633638580408,0,641,320.5,115.07809600168346,52.050000000000004,11.507809600168347,1.1507809600168346,0,Low
7819,12921,1,59.122136424923205,21.63772829105659,0.0,87.19641417382289,244,32.4329377351518,0,945,472.5,145.58188641455283,67.25,14.558188641455283,1.4558188641455283,0,Low
8867,20478,2,108.98967762572568,43.4499804491569,0.0,75.0691642779845,295,13.097374299417408,0,769,384.5,129.07249902245786,58.45,12.907249902245788,1.2907249902245785,0,Low
4889,8720,2,52.26609677219836,15.231763950424002,0.0,71.13661411464166,61,33.19715047358455,0,477,238.5,98.46158819752121,43.85,9.846158819752121,0.9846158819752121,0,Low
5866,15877,3,88.19532090490947,33.949435150718095,0.0,42.52083868011046,972,63.34117402421271,0,971,485.5,148.79747175753593,68.55000000000001,14.879747175753593,1.4879747175753593,0,Low
8276,30836,4,158.92141744726487,63.24881900838113,0.0,57.047928571777916,955,54.66963282963398,0,1542,771.0,207.36244095041909,97.10000000000001,20.73624409504191,2.0736244095041907,1,Moderate
4654,8648,2,46.95377694425122,15.866336310897482,0.0,81.87654170380279,897,99.44152675588734,0,443,221.5,95.09331681554488,42.150000000000006,9.509331681554489,0.9509331681554488,0,Low
9043,27456,3,141.73860310736518,49.500654249754746,0.0,46.38873263949952,449,21.7891379626744,0,1724,862.0,224.87503271248775,106.2,22.487503271248777,2.2487503271248777,0,Low
3871,12431,3,72.16706440069244,28.216013153391042,0.0,63.033491491674454,607,13.457626710410775,1,389,194.5,90.31080065766956,39.45,9.031080065766956,0.9031080065766957,0,Low
9857,27081,3,125.56170868553367,62.703674934001555,9.20085106731684,57.829808799310285,255,11.82186222910886,1,1067,533.5,159.83518374670007,73.35,15.983518374670007,1.5983518374670007,1,Moderate
7340,28582,4,146.66824435685805,57.49466693556933,0.0,59.43631739382734,458,38.404263839110044,0,836,418.0,136.4747333467785,61.800000000000004,13.64747333467785,1.3647473334677849,0,Low
7768,16318,2,68.3712867223533,30.219871343041284,0.0,83.68092643686077,636,82.97228663216244,0,486,243.0,100.11099356715206,44.3,10.011099356715206,1.0011099356715207,0,Low
6376,14437,2,69.37566723999693,30.86638988097558,0.0,73.33085424396862,78,69.46537728101754,0,853,426.5,136.84331949404879,62.650000000000006,13.684331949404879,1.368433194940488,1,Moderate
7029,12644,2,65.0569924695869,22.827411813872462,0.0,54.22706928384669,292,49.995899196478845,0,824,412.0,133.54137059069362,61.2,13.354137059069362,1.3354137059069362,0,Low
11672,42309,4,185.84192005624234,71.94390884865173,0.0,44.30160785164716,801,28.226247041293284,0,3095,1547.5,363.09719544243256,174.75,36.30971954424326,3.6309719544243255,0,Low
5470,8984,1,37.83132622461989,18.58313580152924,0.0,66.16065274854374,828,63.777414184559156,0,469,234.5,97.82915679007647,43.45,9.782915679007647,0.9782915679007647,0,Low
6152,18434,3,97.80894799622597,31.76428179467046,0.0,43.73192155397144,377,58.31302190995835,0,1361,680.5,187.68821408973352,88.05,18.768821408973352,1.8768821408973353,0,Low
1949,7346,4,44.025542622197726,15.869897597282943,0.0,55.788657562474796,701,35.86215819535914,0,466,233.0,97.39349487986414,43.3,9.739349487986415,0.9739349487986414,0,Low
2947,9398,3,45.034036103579076,20.72261850543043,0.0,55.89912756701675,572,37.00245241428159,0,448,224.0,95.83613092527153,42.400000000000006,9.583613092527154,0.9583613092527153,0,Low
9960,29375,3,137.80546837261357,66.17058100892503,0.0,45.31686486741136,914,50.593165431955846,0,1419,709.5,195.20852905044626,90.95,19.520852905044627,1.9520852905044626,1,Moderate
4727,18740,4,74.96699107583646,39.18878000845072,0.0,60.748021803984024,295,64.8233468807846,1,1046,523.0,156.55943900042257,72.30000000000001,15.655943900042258,1.5655943900042257,1,Moderate
7120,23682,3,101.13897482207463,41.63559361763132,0.0,83.40846476632521,490,60.180673394544726,0,805,402.5,132.58177968088157,60.25,13.258177968088157,1.3258177968088156,1,Moderate
8322,26539,3,108.17754466321067,55.62507659455636,8.60685500741472,45.82389248366685,120,59.52297327194016,0,948,474.0,147.58125382972784,67.4,14.758125382972786,1.4758125382972784,1,Moderate
6492,13864,2,63.64873461405079,28.060407046336785,0.0,47.572276096767865,593,90.80185454216624,0,816,408.0,133.00302035231687,60.800000000000004,13.300302035231688,1.3300302035231686,0,Low
8945,15220,2,89.48046784992604,33.546506926012704,0.0,71.50465634308317,693,20.07709747566786,0,826,413.0,134.27732534630067,61.300000000000004,13.427732534630067,1.3427732534630068,0,Low
4728,16886,4,94.00333398198387,30.76047308052837,0.0,48.85767616113128,306,32.309970166633725,0,1216,608.0,173.13802365402645,80.80000000000001,17.313802365402648,1.7313802365402646,0,Low
10871,32086,3,188.40496509460658,68.59346844201723,8.381552015920178,44.306606953184016,679,61.7931559846298,0,2101,1050.5,263.52967342210087,125.05000000000001,26.35296734221009,2.6352967342210087,1,Moderate
2435,8610,4,39.26736443893533,14.686453482608668,0.0,69.97305698293583,741,2.4110193408666825,0,404,202.0,91.13432267413044,40.2,9.113432267413044,0.9113432267413044,0,Low
9531,19451,2,95.02114391147838,31.87416247408787,5.516561310058821,67.73435123941836,771,26.44718166671908,0,1289,644.5,180.4937081237044,84.45,18.04937081237044,1.8049370812370442,0,Low
6614,23577,4,124.08380790545976,52.518342273550495,0.0,70.25447592702692,616,24.739974705834577,0,1295,647.5,182.12591711367753,84.75,18.212591711367754,1.8212591711367754,0,Low
11147,32649,3,142.66557770914486,53.794767313186235,7.566443712301058,44.00528633048011,529,83.7237218221818,0,2062,1031.0,258.88973836565935,123.10000000000001,25.88897383656594,2.5888973836565934,1,Moderate
2447,6373,3,27.574272702546267,11.13724602592371,0.0,84.17823641850953,84,5.115020562039763,0,223,111.5,72.85686230129619,31.15,7.2856862301296195,0.7285686230129619,0,Low
3342,8976,3,36.03566267581111,14.546932088271937,0.0,42.43474241999649,65,56.6018424887821,0,472,236.0,97.9273466044136,43.6,9.792734660441361,0.979273466044136,0,Low
8756,15279,2,62.46256459786772,26.71107599699693,3.5042398600897653,54.83062410785466,50,33.03914736656165,0,875,437.5,138.83555379984983,63.75,13.883555379984983,1.3883555379984984,0,Low
1724,4129,2,24.687335043087735,8.866826827050199,0.0,73.61949063993522,579,92.80517502288481,1,299,149.5,80.34334134135251,34.95,8.034334134135252,0.8034334134135251,1,Moderate
10239,19706,2,81.00805099528574,36.750058172374985,6.0599278987657765,44.921209455068436,517,57.961909722813665,1,900,450.0,141.83750290861875,65.0,14.183750290861875,1.4183750290861874,1,Moderate
7720,25643,3,118.74574493714611,49.09397747329203,0.0,73.87729025918878,586,5.097487702244241,0,944,472.0,146.8546988736646,67.2,14.68546988736646,1.468546988736646,0,Low
11014,31580,3,156.3266763702651,73.83237974228834,4.49714812985394,52.03352573785765,810,64.7457940745546,0,1232,616.0,176.8916189871144,81.6,17.689161898711443,1.768916189871144,1,Moderate
10090,20801,2,99.81703400144806,40.09888428332295,7.888777822786339,81.63058866630655,551,19.477349768722586,0,708,354.0,122.80494421416614,55.4,12.280494421416615,1.2280494421416615,0,Low
7602,26686,4,152.9867381518809,43.97035835531806,0.0,60.13697423734153,659,65.22751108990502,0,1590,795.0,211.1985179177659,99.5,21.119851791776593,2.111985179177659,1,Moderate
5314,9767,2,52.26235838960174,18.721393150950643,0.0,85.3520980207511,285,73.01734533106766,0,309,154.5,81.83606965754754,35.45,8.183606965754754,0.8183606965754754,0,Low
10012,39836,4,175.94090375275866,75.0650251545878,11.288492755015236,68.77967143200411,968,58.902009098091156,0,1959,979.5,249.6532512577294,117.95,24.965325125772942,2.496532512577294,1,Moderate
7293,21030,3,108.10626864304228,37.182843413557414,0.0,74.96697331263215,729,25.454054292166116,0,1306,653.0,182.45914217067786,85.3,18.24591421706779,1.8245914217067787,0,Low
2521,5864,2,32.19027234398098,11.317065237266853,0.0,55.86527387102433,345,61.01079220362347,0,203,101.5,70.86585326186334,30.15,7.086585326186334,0.7086585326186333,0,Low
5643,12965,2,62.63427965519937,30.16193250699723,0.0,46.429824298027626,951,2.394626527048349,0,481,240.5,99.60809662534986,44.05,9.960809662534986,0.9960809662534986,0,Low
6135,18003,3,74.20483500318036,29.2502789261827,0.0,49.814715115553355,933,40.736552421283236,0,1093,546.5,160.76251394630916,74.65,16.076251394630916,1.6076251394630916,0,Low
9372,28044,3,157.6163152136598,54.510207841545416,0.0,53.43988075150991,548,25.57437015483004,0,1752,876.0,227.92551039207729,107.60000000000001,22.79255103920773,2.279255103920773,0,Low
10369,20702,2,93.02886837057373,38.19793010597213,5.090640743177896,76.15358180248344,683,6.7376871521925725,0,1126,563.0,164.50989650529863,76.30000000000001,16.450989650529863,1.6450989650529864,0,Low
6495,19143,3,77.1313200633107,36.147734440246545,0.0,54.67673962293302,565,64.93788202366224,0,1057,528.5,157.5073867220123,72.85,15.750738672201232,1.5750738672201232,0,Low
11897,25756,2,120.1662081219085,52.69481780870097,8.22314720838394,89.84747087058349,128,66.30272037231474,0,1497,748.5,202.33474089043506,94.85000000000001,20.233474089043508,2.0233474089043506,1,Moderate
8053,29791,4,122.09668053016767,53.1729037503873,9.81613584476992,65.00291295955434,660,90.32236273447073,1,1126,563.0,165.2586451875194,76.30000000000001,16.52586451875194,1.652586451875194,1,Moderate
7014,22355,3,100.10865803199458,49.3247948893646,0.0,88.82805116614522,179,68.0479462524374,0,1408,704.0,193.26623974446824,90.4,19.326623974446825,1.9326623974446824,1,Moderate
11119,25111,2,139.71212543252977,55.56278112527181,8.542685796071268,76.46549002386031,797,5.446604736683758,0,1840,920.0,236.7781390562636,112.0,23.677813905626362,2.367781390562636,0,Low
7875,23134,3,102.10505027949598,46.35046700366309,0.0,51.611234545067155,643,20.658101622178084,0,939,469.5,146.21752335018317,66.95,14.621752335018318,1.4621752335018317,0,Low
6914,13804,2,76.8437543696451,32.1274593552066,3.3905658923959114,72.07842833424972,596,84.61242105302316,0,863,431.5,137.90637296776035,63.150000000000006,13.790637296776035,1.3790637296776036,0,Low
3734,5839,1,32.5579152200749,13.561652548520374,0.0,64.28234326671387,740,24.853982092742598,0,224,112.0,73.07808262742603,31.200000000000003,7.307808262742603,0.7307808262742603,0,Low
9060,33325,4,185.6258257550298,60.61680088170538,0.0,42.68861558309917,963,94.50240645805688,0,2352,1176.0,288.2308400440853,137.60000000000002,28.823084004408532,2.882308400440853,1,Moderate
7668,24333,3,108.58746899142429,43.67425296453128,0.0,87.61933761993623,333,80.23960305536325,0,980,490.0,150.18371264822656,69.0,15.018371264822656,1.5018371264822656,0,Low
12385,41855,4,235.3880193015372,98.63548302933305,9.561519766838178,73.88616206006603,954,98.65631141144104,0,2843,1421.5,339.23177415146665,162.15,33.92317741514667,3.392317741514667,1,Moderate
4984,10619,2,61.01769035630889,18.42488641802418,0.0,59.169857052912946,332,95.94721829554119,0,293,146.5,80.2212443209012,34.65,8.022124432090122,0.8022124432090121,0,Low
8177,23486,3,102.83090476015975,51.112750872641016,0.0,75.46944109121931,432,47.720007941796126,0,1187,593.5,171.25563754363205,79.35,17.125563754363206,1.7125563754363204,0,Low
6831,12046,2,68.39366724099283,25.740017890799542,0.0,45.629523326459726,464,14.199425935208465,0,720,360.0,123.28700089453997,56.0,12.328700089453998,1.2328700089453997,0,Low
9366,15154,1,89.75461490811122,32.48002364825172,0.0,46.614397382551914,825,69.51874662100657,0,857,428.5,137.3240011824126,62.85,13.732400118241259,1.373240011824126,0,Low
7054,27820,4,143.69745786568595,66.6672727346307,0.0,48.5798183532595,830,97.57788185489326,0,1963,981.5,249.63336363673156,118.15,24.963336363673157,2.4963336363673156,1,Moderate
7216,11424,1,48.48089890969732,22.079039953117114,0.0,69.76831850784363,396,24.99728908688297,1,321,160.5,83.20395199765585,36.05,8.320395199765585,0.8320395199765586,0,Low
7481,18985,3,91.97063912044935,42.29955083285319,3.3567610569217106,42.303153184098875,683,67.35465781313908,0,1253,626.5,177.41497754164268,82.65,17.741497754164268,1.7741497754164268,0,Low
5404,18189,4,84.09035674252233,41.40767353336206,0.0,63.93524289827613,497,34.50168399245661,1,690,345.0,121.0703836766681,54.5,12.10703836766681,1.2107038367666811,1,Moderate
11084,40514,4,170.5967795104563,82.77248229906782,10.507710237879147,76.20145943864605,723,16.781459564602862,0,1582,791.0,212.3386241149534,99.10000000000001,21.23386241149534,2.123386241149534,0,Low
7260,13052,2,65.58350219239092,24.52556324492003,0.0,41.77951154032382,593,71.10009619498112,0,570,285.0,108.226278162246,48.5,10.822627816224601,1.0822627816224601,0,Low
6480,25828,4,115.33381559158177,42.43706783786855,0.0,57.06222248788603,105,62.46639742837168,1,890,445.0,141.12185339189344,64.5,14.112185339189345,1.4112185339189345,1,Moderate
8808,24417,3,139.73583863116536,55.983994462073795,0.0,64.16160379377176,811,53.496667340944406,1,622,311.0,114.99919972310369,51.1,11.49991997231037,1.1499919972310368,2,High
6289,24949,4,137.44750198544384,44.88035461297391,0.0,66.73304615377619,543,39.8642494213064,0,1295,647.5,181.7440177306487,84.75,18.17440177306487,1.817440177306487,0,Low
9169,35622,4,151.1711832249129,57.515995626952595,10.6761365291067,66.87923128462829,889,30.781915002611914,0,1012,506.0,154.07579978134763,70.6,15.407579978134763,1.5407579978134762,0,Low
6711,13169,2,63.9527509472673,21.71752602177819,0.0,80.39328228419906,623,37.68668803471885,0,476,238.0,98.68587630108891,43.8,9.868587630108891,0.9868587630108892,0,Low
8027,28897,4,135.19882396388618,62.62324612944841,0.0,46.12489309829946,343,32.04012861402149,0,2158,1079.0,268.93116230647246,127.9,26.893116230647248,2.6893116230647247,0,Low
8383,25880,3,109.93027034229313,42.868369840724576,0.0,43.89282598043848,942,4.273960606195137,0,1823,911.5,234.44341849203624,111.15,23.444341849203624,2.3444341849203627,0,Low
7094,25785,4,103.82220988152604,51.81300725811525,0.0,89.03969027072924,635,50.24656497627655,1,1636,818.0,216.19065036290579,101.80000000000001,21.61906503629058,2.161906503629058,2,High
5440,16400,3,82.12163509635752,37.7648161231499,0.0,75.04676825089996,255,54.45553246546755,0,1191,595.5,170.9882408061575,79.55000000000001,17.098824080615753,1.709882408061575,0,Low
7029,25125,4,133.39994876204676,48.465201750958265,0.0,51.0254393568324,800,54.70453456155777,1,1461,730.5,198.5232600875479,93.05,19.85232600875479,1.985232600875479,1,Moderate
4777,9386,2,55.392767883951244,16.59367932103709,0.0,59.61088967167701,76,35.23270542525393,1,357,178.5,86.52968396605186,37.85,8.652968396605187,0.8652968396605186,1,Moderate
4200,16603,4,79.08395746941794,36.86177523947283,0.0,86.90320697840656,128,62.85664006472832,0,699,349.5,121.74308876197365,54.95,12.174308876197365,1.2174308876197366,0,Low
8038,30497,4,176.11828053934457,64.05427514378448,0.0,71.78226609763067,952,82.0324088147201,0,1994,997.0,252.60271375718924,119.7,25.260271375718926,2.5260271375718926,1,Moderate
8059,24105,3,135.6814488154564,45.936869467166126,3.2082450783686176,69.32558905187244,240,65.77653832726,0,839,419.5,136.1968434733583,61.95,13.619684347335832,1.3619684347335832,1,Moderate
4204,11835,3,65.31288794140536,25.683518080564603,0.0,65.86467410761266,236,80.09387215414303,0,410,205.0,92.28417590402823,40.5,9.228417590402824,0.9228417590402823,0,Low
2369,5995,3,24.84660060140239,12.353468997866079,0.0,50.10746996126354,586,60.9812761548117,0,405,202.5,91.1176734498933,40.25,9.11176734498933,0.911176734498933,0,Low
6739,19298,3,85.18357519025155,39.27487448126184,0.0,55.383954473897425,874,0.6047043183978418,0,705,352.5,122.4637437240631,55.25,12.24637437240631,1.224637437240631,0,Low
8139,30205,4,154.28673256494415,61.24508897169305,0.0,58.6041127481448,545,30.14630594588007,0,1050,525.0,158.06225444858464,72.5,15.806225444858464,1.5806225444858464,0,Low
10807,36739,4,171.85207184146304,86.76465778165625,0.0,83.63129427429482,937,57.89653202958044,1,2274,1137.0,281.7382328890828,133.7,28.17382328890828,2.8173823288908277,1,Moderate
7446,24039,3,108.74046939226565,50.46729846134667,0.0,54.961600215053025,180,35.164987234190534,0,1597,798.5,212.22336492306735,99.85000000000001,21.222336492306738,2.1222336492306737,0,Low
3252,8380,3,38.752335972259864,18.269145216192953,0.0,70.06920353442817,715,36.32553516758102,0,543,271.5,105.21345726080966,47.150000000000006,10.521345726080966,1.0521345726080966,0,Low
8620,13815,1,75.8395168368915,27.032700684357906,0.0,57.84912147343319,167,67.37562297840898,0,359,179.5,87.2516350342179,37.95,8.72516350342179,0.872516350342179,0,Low
5961,18400,3,80.46024881862627,40.47071810741377,5.336242064298292,50.80157201965361,248,48.46895169363074,1,647,323.5,116.7235359053707,52.35,11.672353590537071,1.167235359053707,1,Moderate
9825,26407,3,153.0526067875956,53.343182342287896,8.326435311810243,42.6890982088689,659,66.67315298575897,0,993,496.5,151.96715911711442,69.65,15.196715911711443,1.5196715911711443,1,Moderate
6096,9480,1,44.706944248341216,17.698484194565925,0.0,64.61811517598129,353,55.066045923656425,0,420,210.0,92.8849242097283,41.0,9.28849242097283,0.928849242097283,0,Low
6566,16715,3,77.20366973251896,39.269880760872866,0.0,80.78726903130604,241,17.841609656349576,0,848,424.0,136.76349403804366,62.400000000000006,13.676349403804366,1.3676349403804366,0,Low
5885,17615,3,84.32777937937429,34.855655311912805,0.0,78.83992186043153,823,20.699360124505816,0,1193,596.5,171.04278276559566,79.65,17.104278276559565,1.7104278276559566,0,Low
4342,11184,3,48.43789895967665,24.216528462937067,0.0,42.07486627549532,320,14.054712799554292,0,578,289.0,109.01082642314687,48.900000000000006,10.901082642314687,1.0901082642314688,0,Low
8218,18943,2,96.97848623928762,43.31028886068112,0.0,86.5082601431275,596,30.62678870046147,0,1105,552.5,162.66551444303406,75.25,16.266551444303406,1.6266551444303405,0,Low
4121,6725,1,36.66584125245779,11.412610129269774,0.0,48.31276651748503,932,48.227400008154355,1,269,134.5,77.4706305064635,33.45,7.74706305064635,0.774706305064635,0,Low
7886,19315,2,101.10221299352843,45.88964109632124,0.0,49.60116845681723,691,12.141490550497213,0,1185,592.5,170.79448205481606,79.25,17.079448205481608,1.7079448205481607,0,Low
9732,29256,3,145.68235070772795,59.1827020850482,0.0,78.72097473031516,358,72.80122577961974,0,1220,610.0,174.9591351042524,81.0,17.49591351042524,1.749591351042524,1,Moderate
13016,32069,2,160.77381325379403,73.27127877659882,11.906073732162078,59.39171347855472,285,34.700233541219994,0,2092,1046.0,262.86356393883,124.60000000000001,26.286356393883,2.6286356393883,0,Low
7017,25198,4,144.25802698518677,46.686796769658784,0.0,43.15531845577731,495,1.2003027272682543,0,1703,851.5,222.63433983848296,105.15,22.263433983848298,2.2263433983848295,0,Low
5595,12932,2,69.12816082829045,24.180428399818606,0.0,43.74479210009919,106,23.660978270750732,0,439,219.5,95.10902141999094,41.95,9.510902141999095,0.9510902141999094,0,Low
3569,9858,3,54.588618441943304,16.261335024121333,0.0,81.70820541042207,892,79.19356229637641,0,530,265.0,103.81306675120607,46.5,10.381306675120607,1.0381306675120607,0,Low
8780,15759,2,64.45908070354662,30.735091457188123,5.427787055270588,68.88065403185668,978,39.326148509921524,0,600,300.0,111.53675457285941,50.0,11.153675457285942,1.115367545728594,0,Low
3796,8688,2,36.604692002642324,16.450195047819825,0.0,83.25355496876969,485,99.32651964297466,0,260,130.0,76.82250975239099,33.0,7.682250975239099,0.7682250975239099,0,Low
9067,27218,3,147.02432509516785,49.75898522988441,0.0,48.487960069641325,790,29.004402817798656,0,1538,769.0,206.28794926149422,96.9,20.628794926149425,2.0628794926149423,0,Low
7155,12759,2,55.42286464808026,26.00105251799,0.0,65.76525939971884,231,24.974417922935523,0,423,211.5,93.60005262589951,41.150000000000006,9.36000526258995,0.9360005262589951,0,Low
8278,14535,2,79.99397679794416,33.79368336399179,5.458196098749059,59.704507638725154,534,60.32130620995043,1,750,375.0,126.68968416819959,57.5,12.66896841681996,1.266896841681996,1,Moderate
9170,14562,1,79.97973579319638,32.642625033487306,2.418461217180505,55.8107561281665,508,89.92489182892025,0,755,377.5,127.13213125167437,57.75,12.713213125167437,1.2713213125167437,0,Low
9388,33913,4,167.9590398607855,72.43150616333156,0.0,58.64999177834315,404,30.096631963162167,0,1530,765.0,206.62157530816657,96.5,20.662157530816657,2.0662157530816656,0,Low
8829,34084,4,204.1979916677056,66.81218784567295,0.0,81.93044437669812,268,84.72694099627238,0,1282,641.0,181.54060939228367,84.10000000000001,18.15406093922837,1.8154060939228367,1,Moderate
3023,10645,4,49.34819050463321,17.10674673694857,0.0,85.66148431396353,305,88.52388787075652,1,469,234.5,97.75533733684743,43.45,9.775533733684744,0.9775533733684744,1,Moderate
12279,22522,2,132.22190939259633,49.574044765951996,9.478565237459817,56.60862610308663,639,9.922959609464677,0,1324,662.0,184.8787022382976,86.2,18.48787022382976,1.8487870223829759,0,Low
4225,13739,3,75.98536127835857,32.19765957168282,0.0,52.11285787923837,426,23.55882282446775,0,484,242.0,100.00988297858414,44.2,10.000988297858415,1.0000988297858415,0,Low
2988,6267,2,32.95029289084979,13.237812911375567,0.0,53.699439077150906,988,94.76861770642796,0,423,211.5,92.96189064556879,41.150000000000006,9.296189064556879,0.9296189064556879,0,Low
4081,12172,3,60.59774828963203,20.77365508493989,0.0,54.46219514098341,77,22.833125236861086,1,451,225.5,96.13868275424699,42.55,9.6138682754247,0.9613868275424698,1,Moderate
7916,14213,2,83.96884661034807,32.58269100096552,0.0,79.7830115330721,807,15.174291295305242,0,765,382.5,128.12913455004826,58.25,12.812913455004827,1.2812913455004826,0,Low
2673,4527,2,20.664069454943863,9.362910993495543,0.0,55.53576641557237,610,69.17201141346888,0,171,85.5,67.56814554967477,28.55,6.756814554967477,0.6756814554967477,0,Low
12318,32854,3,155.05247268640002,66.6582792479579,10.505638969495196,77.84638296707207,513,47.51083649318354,0,1549,774.5,208.2329139623979,97.45,20.823291396239792,2.082329139623979,0,Low
10094,32530,3,186.3084868702602,77.98896211804518,8.892983811028106,81.32323047460915,518,41.716427897570206,0,994,497.0,153.29944810590226,69.7,15.329944810590227,1.5329944810590226,0,Low
6200,24363,4,122.42969038417253,44.650106239715235,0.0,54.89296991951056,382,65.0833221561485,0,1180,590.0,170.23250531198576,79.0,17.023250531198578,1.7023250531198577,0,Low
5168,17830,4,88.13819618286304,31.772797595084658,0.0,89.40620379773176,629,37.58524651819792,0,593,296.5,110.88863987975425,49.650000000000006,11.088863987975426,1.1088863987975426,0,Low
2341,8726,4,42.938121971949,18.915673714736386,0.0,54.0912501647736,740,52.15509839109671,0,647,323.5,115.64578368573682,52.35,11.564578368573683,1.1564578368573681,0,Low
7377,14464,2,58.99466045942515,23.39519267373474,0.0,61.41759002844231,746,18.879402777344445,0,921,460.5,143.26975963368676,66.05000000000001,14.326975963368676,1.4326975963368676,0,Low
9680,27480,3,136.13500725826626,52.52436227181768,9.617929281294726,86.5499309856292,268,61.5069754014698,0,1915,957.5,244.12621811359088,115.75,24.412621811359088,2.441262181135909,1,Moderate
6873,11177,1,56.942450249939654,25.845166780646508,0.0,60.248429368809425,838,57.9829576047725,0,426,213.0,93.89225833903232,41.3,9.389225833903232,0.9389225833903233,0,Low
